Provincia,Partido,Localidad,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,4G,3G,TELEFONIAFIJA,WIRELESS,SATELITAL
Rio Negro,Ñorquincó,Río Chico (Est. Cerro Mesa),0,0,0,0,0,0,1,0,1
Rio Negro,Pichi Mahuida,Barrio Esperanza,0,0,0,1,0,0,0,0,0
Buenos Aires,Cañuelas,Alejandro Petión,1,1,1,0,1,1,1,1,0
Buenos Aires,Cañuelas,Barrio Belgrano-Máximo Paz,0,0,0,0,1,1,0,1,0
Buenos Aires,Cañuelas,Barrio El Taladro,0,0,0,0,1,0,0,1,0
Buenos Aires,Cañuelas,Cañuelas,1,1,1,1,1,1,1,1,1
Buenos Aires,Cañuelas,Gobernador Udaondo,0,0,0,0,1,0,0,1,0
Buenos Aires,Cañuelas,Máximo Paz,0,1,0,1,0,0,0,1,0
Buenos Aires,Cañuelas,Santa Rosa,0,0,0,0,1,1,0,1,1
Buenos Aires,Cañuelas,Uribelarrea,1,0,0,1,1,1,1,1,0
Buenos Aires,Cañuelas,Vicente Casares,1,0,1,0,1,1,1,1,0
Buenos Aires,Capitán Sarmiento,Capitán Sarmiento,1,1,0,1,1,1,1,1,0
Buenos Aires,Capitán Sarmiento,La Luisa,0,0,0,0,0,0,0,1,0
Buenos Aires,Carlos Casares,Bellocq,0,0,1,0,0,0,1,0,0
Buenos Aires,General San Martín,Villa Juan Martín De Pueyrredon,0,1,0,1,1,1,0,0,0
Buenos Aires,General San Martín,Villa Libertad,0,1,0,1,1,1,0,0,0
Buenos Aires,General San Martín,Villa Lynch,1,1,0,1,1,1,1,0,0
Buenos Aires,General San Martín,Villa Maipu,1,1,0,1,1,1,1,1,0
Buenos Aires,General San Martín,Villa Marqués Alejandro María De Aguado,0,1,0,1,1,1,0,0,0
Buenos Aires,General San Martín,Villa Parque Pres Figueroa Alcorta,0,1,0,1,1,1,0,0,0
Buenos Aires,General San Martín,Villa Parque San Lorenzo,0,1,0,1,1,1,0,0,0
Buenos Aires,General San Martín,Villa San Andrés,1,1,0,1,1,1,1,1,0
Buenos Aires,General San Martín,Villa Yapeyú,0,1,0,1,1,1,0,0,0
Buenos Aires,General Viamonte,Baigorrita,1,0,0,0,1,0,1,1,0
Buenos Aires,General Viamonte,La Delfina,0,0,0,0,0,0,0,0,0
Buenos Aires,Moreno,La Reja,1,1,1,1,1,1,1,1,1
Buenos Aires,Moreno,Moreno,1,1,1,1,1,1,1,1,1
Buenos Aires,Moreno,Paso Del Rey,0,1,0,1,1,1,1,1,1
Buenos Aires,Moreno,Trujui,1,1,1,1,1,1,1,1,0
Buenos Aires,Morón,Castelar,1,1,0,1,1,1,1,1,0
Buenos Aires,Morón,El Palomar,1,1,1,1,1,1,1,1,1
Buenos Aires,Tornquist,Tornquist,1,1,0,1,1,1,1,0,1
Buenos Aires,Tornquist,Tres Picos,0,0,0,0,1,0,0,0,0
Buenos Aires,Tornquist,Villa Serrana La Gruta,0,1,0,0,0,0,0,0,0
Buenos Aires,Tornquist,Villa Ventana,1,0,0,0,1,0,1,0,0
Buenos Aires,Trenque Lauquen,30 de Agosto,0,1,0,1,1,1,1,0,0
Buenos Aires,Trenque Lauquen,Berutti,0,0,0,1,1,1,1,0,0
Buenos Aires,Trenque Lauquen,Girodias,1,0,0,0,0,0,1,1,0
Buenos Aires,Trenque Lauquen,La Carreta,0,0,0,0,0,0,0,1,0
Buenos Aires,Trenque Lauquen,Trenque Lauquen,1,1,1,1,1,1,1,1,1
Buenos Aires,Trenque Lauquen,Trongé,0,0,0,0,0,0,0,1,0
Buenos Aires,Tres Arroyos,Balneario Orense,0,0,0,0,1,1,0,0,0
Jujuy,San Antonio,Los Alisos,1,0,0,0,0,0,0,0,0
Caba,COMUNA 01,MONSERRAT,1,1,1,1,1,1,1,1,1
Cordoba,Calamuchita,La Cumbrecita,0,0,0,0,1,1,0,1,0
Cordoba,Calamuchita,Las Bajadas,0,0,0,0,1,0,0,1,0
Cordoba,Calamuchita,Las Caleras,0,0,0,0,0,0,1,1,0
Cordoba,Calamuchita,Los Cóndores,1,0,0,0,1,1,1,1,1
Cordoba,Calamuchita,Los Molinos,0,0,0,0,0,0,0,1,0
Cordoba,Calamuchita,Los Reartes,1,0,0,1,1,1,1,1,1
Caba,COMUNA 06,CABALLITO,1,1,1,1,1,1,1,1,1
Cordoba,Río Primero,La Puerta,0,0,0,1,1,1,1,1,0
Cordoba,Río Primero,La Quinta,0,0,0,0,0,0,0,1,0
Cordoba,Río Primero,Las Gramillas,0,0,0,0,1,0,1,0,0
Cordoba,Río Primero,Las Saladas,0,0,0,0,0,0,1,0,0
Cordoba,Río Primero,Maquinista Gallini,0,0,0,0,0,0,0,0,0
Cordoba,Río Primero,Monte del Rosario,0,0,0,0,0,0,0,0,0
Cordoba,Río Primero,Montecristo,1,0,0,1,1,1,1,1,1
Cordoba,Río Primero,Obispo Trejo,0,0,0,0,1,1,0,0,0
Caba,COMUNA 10,VILLA LURO,1,1,1,1,1,1,1,1,1
Cordoba,Totoral,Sinsacate,1,0,0,1,1,1,1,1,0
Cordoba,Totoral,Villa del Totoral,1,0,0,1,1,1,1,1,0
Cordoba,Tulumba,Cerro Colorado,0,0,0,0,0,0,0,0,0
Cordoba,Tulumba,Churqui Cañada,0,0,0,0,0,0,0,0,0
Cordoba,Tulumba,El Rodeo,0,0,0,0,0,0,0,0,0
Cordoba,Tulumba,El Tuscal,0,0,0,0,0,0,0,0,0
Cordoba,Tulumba,Las Arrias,1,0,0,0,1,1,1,0,0
Caba,COMUNA 14,PALERMO,1,1,1,1,1,1,1,1,1
Entre Rios,Diamante,Aldea Valle María,0,0,0,1,1,0,1,1,0
Entre Rios,Diamante,Colonia Ensayo,0,0,0,0,0,0,1,1,0
Entre Rios,Diamante,Costa Grande,0,0,0,0,0,0,0,0,0
Entre Rios,Diamante,Diamante,1,1,0,0,1,1,1,1,0
Entre Rios,Diamante,Estación Camps,0,0,0,0,0,0,1,1,0
Entre Rios,Diamante,Estacion Puiggari,0,0,0,0,0,0,0,0,0
Entre Rios,Diamante,General Alvear,0,0,0,0,1,0,1,1,0
Entre Rios,Diamante,General Racedo,0,0,0,0,1,0,1,1,0
Formosa,Formosa,Formosa,1,1,0,1,1,1,1,1,1
Formosa,Formosa,Gran Guardia,0,0,0,0,1,0,1,1,0
Formosa,Formosa,Mariano Boedo,0,0,0,0,0,0,0,1,0
Formosa,Formosa,Mojón de Fierro,0,0,0,0,1,1,0,1,1
Formosa,Formosa,San Hilario,0,0,0,0,1,0,0,1,1
Formosa,Formosa,Villa del Carmen,0,0,0,1,1,1,0,1,1
Formosa,Formosa,Villa Trinidad,0,0,0,0,0,0,0,0,0
Formosa,Laishi,Banco Payaguá,0,0,0,0,0,0,0,1,0
Formosa,Laishi,General Lucio Victorio Mansilla,1,0,0,0,1,0,1,1,1
Formosa,Laishi,Herradura,0,0,0,0,1,0,1,1,0
Formosa,Laishi,San Francisco de Laishi,0,0,0,0,1,1,1,1,1
Formosa,Laishi,Tatané,0,0,0,0,1,0,0,1,0
Formosa,Laishi,Villa Escolar,0,0,0,0,0,0,0,1,0
La Pampa,Quemú Quemú,Quemú Quemú,0,0,1,1,1,1,1,1,1
La Pampa,Quemú Quemú,Relmo,0,0,0,0,0,1,0,0,0
La Pampa,Quemú Quemú,Villa Mirasol,0,0,0,0,0,0,1,1,0
La Pampa,Rancul,Caleufú,0,1,0,1,1,0,1,0,1
La Pampa,Rancul,Ingeniero Foster,0,0,0,0,0,0,0,0,0
La Pampa,Rancul,La Maruja,0,1,0,0,0,0,1,0,1
La Pampa,Rancul,Parera,0,0,0,1,1,1,1,1,1
La Pampa,Rancul,Pichi Huinca,0,0,0,1,0,0,1,0,0
La Pampa,Rancul,Quetrequén,0,0,0,1,0,0,1,1,1
La Pampa,Rancul,Rancul,0,0,0,1,1,0,1,1,1
La Pampa,Realicó,Adolfo Van Praet,0,1,0,0,0,0,1,1,1
La Pampa,Realicó,Alta Italia,0,0,0,0,0,0,1,1,1
La Pampa,Realicó,Damián Maisonave (Est. Simson),0,0,0,1,0,0,1,1,0
Mendoza,General Alvear,Bowen,0,1,1,0,1,1,1,1,1
Mendoza,General Alvear,Carmensa,0,0,0,0,1,0,1,1,0
Mendoza,General Alvear,General Alvear,1,1,1,1,1,1,1,1,0
Mendoza,General Alvear,Los Compartos,0,0,0,0,1,1,0,0,0
Mendoza,Godoy Cruz,Gobernador Benegas,0,0,0,1,1,1,0,0,0
Mendoza,Godoy Cruz,Godoy Cruz,1,1,1,1,1,1,1,1,1
Mendoza,Godoy Cruz,LAS TORTUGAS,0,0,0,1,1,1,0,0,0
Mendoza,Godoy Cruz,Presidente Sarmiento,0,0,0,0,0,0,0,0,0
Mendoza,Godoy Cruz,SAN FRANCISCO DEL MONTE,0,0,0,1,1,1,0,0,0
Mendoza,Godoy Cruz,Villa Hipodromo,0,0,0,1,1,1,0,0,0
Mendoza,Godoy Cruz,Villa Marini,0,0,0,0,1,1,0,0,0
Salta,Grl. José de San Martín,Pacará,0,0,0,0,0,0,0,0,0
Mendoza,Malargüe,Malargüe,0,1,0,1,1,1,1,1,1
Mendoza,Rivadavia,Andrade,0,0,0,0,0,0,0,1,0
Mendoza,Rivadavia,Barrio Cooperativa Los Campamentos,0,0,0,0,1,0,0,1,0
Mendoza,Rivadavia,Barrio Rivadavia,0,0,0,0,0,0,0,1,0
Mendoza,Rivadavia,Cuadro Ortega,0,0,0,0,0,1,0,0,0
Mendoza,Rivadavia,El Mirador,0,0,0,1,0,0,0,1,0
Mendoza,Rivadavia,La Central,0,0,0,0,1,1,0,1,0
Mendoza,Rivadavia,La Esperanza,0,0,0,0,0,0,0,1,0
Mendoza,Rivadavia,La Florida,0,0,0,0,0,0,0,1,0
Mendoza,Rivadavia,La Libertad,0,0,0,0,0,0,0,1,0
Mendoza,Rivadavia,Los Árboles,0,0,0,0,0,0,0,1,0
Mendoza,Rivadavia,Los Campamentos,0,0,0,0,1,0,1,1,0
Mendoza,Rivadavia,Medrano,0,0,1,0,1,1,1,1,0
Mendoza,Rivadavia,Mundo Nuevo,0,0,0,0,1,1,0,1,0
Mendoza,Rivadavia,Reducción de Abajo,0,0,0,0,0,0,1,1,0
Mendoza,Rivadavia,Rivadavia,1,0,1,1,1,1,1,1,1
Mendoza,Rivadavia,Santa María de Oro,0,0,0,0,0,0,0,1,0
Misiones,General Manuel Belgrano,Bernardo de Irigoyen,0,0,0,1,1,0,1,0,0
Misiones,General Manuel Belgrano,Caburei,0,0,0,0,0,0,0,0,0
Misiones,General Manuel Belgrano,Dos Hermanas,0,0,0,0,1,0,0,0,0
Misiones,General Manuel Belgrano,Integración,0,0,0,0,0,0,1,0,0
Misiones,General Manuel Belgrano,Piñalito Norte,0,0,0,0,1,0,0,0,0
Misiones,General Manuel Belgrano,Puerto Andresito,0,0,0,0,0,0,0,0,0
Misiones,General Manuel Belgrano,Puerto Deseado,0,0,0,0,0,0,0,0,0
Misiones,General Manuel Belgrano,San Antonio,0,0,0,0,1,1,1,0,0
Misiones,Guaraní,El Soberbio,0,0,0,0,1,0,1,1,1
Misiones,Guaraní,Fracrán,0,0,0,0,1,1,0,1,0
Misiones,Guaraní,San Vicente,0,0,0,1,1,1,1,1,0
Misiones,Iguazú,Esperanza,1,1,0,1,1,1,1,1,0
Misiones,Iguazú,Libertad,1,0,0,0,1,1,1,0,0
Misiones,Iguazú,Puerto Iguazú,1,1,0,1,1,1,1,0,1
Misiones,Iguazú,Villa Cooperativa,0,0,0,0,0,0,0,0,0
Neuquen,Lácar,San Martín de los Andes,1,1,0,1,1,1,1,1,1
Neuquen,Lácar,Villa Lago Meliquina,1,0,0,1,1,0,1,1,0
Neuquen,Loncopué,Chorriaca,0,0,0,0,0,0,0,1,1
Neuquen,Loncopué,Loncopué,0,1,1,0,1,0,1,1,1
Neuquen,Los Lagos,Villa La Angostura,1,0,1,1,1,1,1,1,1
Neuquen,Los Lagos,Villa Traful,0,0,0,0,0,0,1,0,1
Neuquen,Minas,Andacollo,1,0,1,1,0,0,1,1,1
Neuquen,Minas,Huinganco,0,0,1,0,0,0,1,1,1
Neuquen,Minas,Las Ovejas,0,0,0,0,0,0,1,1,0
Neuquen,Minas,Los Miches,0,0,0,0,0,0,0,0,0
Neuquen,Minas,Manzano Amargo,0,0,0,0,0,0,0,1,0
Neuquen,Minas,Varvarco,0,0,0,0,1,0,0,1,0
Neuquen,Minas,Villa del Nahueve,0,0,0,0,0,0,0,1,0
Rio Negro,Bariloche,San Carlos de Bariloche,1,1,1,1,1,1,1,1,1
Rio Negro,Bariloche,Villa Campanario,0,0,0,0,1,1,0,0,0
Rio Negro,Bariloche,Villa Catedral,1,0,0,0,1,1,1,0,0
Rio Negro,Bariloche,Villa Llao Llao,1,0,0,0,1,1,1,0,0
Rio Negro,Bariloche,Villa Los Coihues,0,0,0,0,1,1,0,0,1
Rio Negro,Bariloche,Villa Mascardi,0,0,0,1,1,1,0,0,0
Rio Negro,Conesa,Barrio Colonia Conesa,0,0,0,0,0,0,0,0,0
Rio Negro,Conesa,Barrio Planta Compresora de Gas,0,0,0,0,0,0,0,0,0
Rio Negro,Conesa,General Conesa,1,0,0,1,1,1,1,1,1
Rio Negro,El Cuy,Aguada Guzmán,0,0,0,0,0,0,0,0,1
Rio Negro,El Cuy,Cerro Policía,0,0,0,1,1,1,1,0,0
Rio Negro,El Cuy,El Cuy,1,0,1,0,0,0,1,0,1
Rio Negro,El Cuy,Las Perlas,0,0,0,1,1,0,0,1,1
Rio Negro,El Cuy,Mencué,0,0,0,0,0,0,1,0,1
Salta,Anta,El Quebrachal,0,1,0,1,1,1,1,0,1
Salta,Anta,Gaona,0,1,0,1,1,0,1,0,1
Salta,Anta,General Pizarro,0,0,0,1,1,0,0,1,1
Salta,Anta,Joaquín V. González,1,1,0,1,1,1,1,0,1
Salta,Anta,Las Lajitas,0,1,0,1,1,1,1,1,1
Salta,Anta,Luis Burela,0,0,0,0,0,0,0,1,0
Salta,Anta,Macapillo,0,0,0,0,0,0,0,0,0
Salta,Anta,Nuestra Señora de Talavera,0,0,0,0,1,1,0,0,0
Salta,Anta,Piquete Cabado,0,0,0,0,0,0,0,1,1
Salta,Anta,Río del Valle,0,0,0,0,0,0,0,1,1
Salta,Anta,Tolloche,0,0,0,1,0,0,0,0,1
Salta,Cachi,Cachi,0,0,0,1,1,1,1,1,1
Salta,Cachi,Payogasta,0,0,0,0,1,0,1,1,0
Salta,Cafayate,Cafayate,1,0,0,1,1,1,1,1,1
San Juan,Rawson,Rawson,1,0,1,0,1,1,1,1,1
San Juan,Rawson,Villa Bolaños,0,0,0,0,0,0,0,1,0
San Juan,Rawson,Villa Krause,0,0,0,0,1,1,0,1,0
San Juan,Rivadavia,Rivadavia,1,0,1,1,1,1,1,1,1
San Juan,San Martín,Barrio Sadop,0,0,0,0,0,0,0,1,0
San Juan,San Martín,Dos Acequias (Est. Los Angacos),0,0,0,0,0,0,0,1,0
San Juan,San Martín,San Isidro (Est. Los Angacos),1,0,0,0,1,1,0,1,0
San Juan,San Martín,Villa Dominguito (Est. Puntilla Blanca),0,0,0,0,0,0,0,1,0
San Juan,San Martín,Villa Don Bosco (Est. Angaco Sud),0,0,0,1,1,1,1,1,0
San Juan,San Martín,Villa El Salvador,0,0,0,0,0,0,0,1,0
San Juan,San Martín,Villa San Martín,0,0,0,0,1,1,0,1,1
San Juan,Santa Lucía,Alto De Sierra,0,0,0,0,1,1,0,1,0
San Juan,Santa Lucía,Colonia Gutierrez,0,0,0,0,1,1,0,0,0
San Juan,Santa Lucía,Santa Lucía,1,0,1,1,1,1,1,1,0
San Juan,Sarmiento,Cañada Honda,0,0,0,1,1,0,1,1,1
San Luis,Gobernador Dupuy,Unión,0,0,0,0,1,0,1,1,0
San Luis,Junín,Bajo De Veliz,0,0,0,0,0,0,0,0,0
San Luis,Junín,Balde De Escudero,0,0,0,0,0,0,0,0,0
San Luis,Junín,Carpinteria,1,1,0,0,1,1,1,1,0
San Luis,Junín,Cerrito Blanco,0,0,0,0,0,0,0,0,0
San Luis,Junín,Cerro de Oro,1,1,0,1,0,0,1,1,0
San Luis,Junín,El Duraznito,0,0,0,0,0,0,0,0,0
San Luis,Junín,La Chilca,0,0,0,0,0,0,0,0,0
San Luis,Junín,La Lomita,0,0,0,0,0,0,0,0,0
San Luis,Junín,Lafinur,0,0,0,0,0,0,0,1,0
San Luis,Junín,Las Palomas,0,0,0,0,0,0,0,0,0
San Luis,Junín,Los Cajones,0,0,0,0,0,0,1,1,0
San Luis,Junín,Los Lobos,0,0,0,0,0,0,0,0,0
San Luis,Junín,Los Molles,0,0,0,0,0,0,1,1,0
San Luis,Junín,Merlo,1,1,0,1,1,1,1,1,0
San Luis,Junín,Ojo Del Rio,0,0,0,0,0,0,0,0,0
San Luis,Junín,Santa Ana,0,0,0,0,0,0,0,0,0
San Luis,Junín,Santa Rosa del Conlara,1,0,0,0,1,1,1,1,0
Santa Fe,Caseros,Gödeken,0,1,0,1,1,0,1,0,0
Santa Fe,Caseros,Los Molinos,1,1,0,0,1,1,1,0,0
Santa Fe,Caseros,Los Nogales,0,1,0,0,0,0,1,0,0
Santa Fe,Caseros,Los Quirquinchos,0,0,0,0,1,1,1,1,0
Santa Fe,Caseros,San José de la Esquina,1,1,0,0,1,1,1,1,0
Santa Fe,Caseros,Sanford,1,0,0,1,1,1,1,0,0
Santa Fe,Caseros,Villada,1,1,0,0,1,0,1,0,0
Santa Fe,Castellanos,Aldao (Est. Casablanca),1,0,0,1,1,0,1,1,0
Santa Fe,Castellanos,Angélica,1,0,0,1,1,1,1,1,0
Santa Fe,Castellanos,Ataliva,1,1,0,1,1,1,1,1,0
Santa Fe,Castellanos,Aurelia,0,0,0,0,0,0,1,1,0
Santa Fe,Castellanos,Barrios Acapulco y Veracruz,0,0,0,0,1,0,0,0,0
Santa Fe,General López,Santa Isabel,1,0,0,1,1,1,1,0,1
Santa Fe,General López,Teodelina,0,1,0,0,1,1,1,1,0
Santa Fe,General López,Venado Tuerto,1,1,0,1,1,1,1,1,1
Santa Fe,General López,Villa Cañás,1,1,0,1,1,1,1,1,0
Santa Fe,General López,Wheelwright,0,1,0,1,1,1,1,1,1
Santa Fe,General Obligado,Arroyo Ceibal,0,0,0,0,1,0,1,1,0
Santa Fe,General Obligado,Avellaneda (Est. Ewald),1,1,0,1,1,1,1,1,0
Santa Fe,General Obligado,Berna,0,0,0,0,1,0,1,1,0
Santa Fe,General Obligado,El Araza,0,0,0,0,1,0,1,1,0
Santa Fe,General Obligado,El Rabón,0,1,0,0,1,0,0,1,1
Santa Fe,Las Colonias,Sarmiento,1,0,0,0,1,1,1,1,0
Santa Fe,Rosario,Acebal,1,1,0,1,1,0,1,1,0
Santa Fe,Rosario,Albarellos,0,0,0,0,0,0,1,1,0
Santa Fe,Rosario,Álvarez,1,1,0,1,1,1,1,0,0
Santa Fe,Rosario,Alvear,1,1,0,1,1,0,1,1,0
Santa Fe,Rosario,Arbilla,1,0,0,0,0,0,0,0,0
Santa Fe,Rosario,Arminda,0,1,0,0,0,0,1,0,0
Santa Fe,Rosario,Arroyo Seco,1,1,0,1,1,1,1,1,0
Santa Fe,Rosario,Carmen del Sauce,0,0,0,1,1,0,0,1,0
Santa Fe,Rosario,Coronel Bogado,1,0,0,1,1,0,1,0,0
Santa Fe,Rosario,Coronel Rodolfo S. Domínguez,0,1,0,0,1,1,1,0,0
Santa Fe,Rosario,Cuatro Esquinas,0,0,0,1,0,0,0,0,0
Santa Fe,Rosario,El Caramelo,1,0,0,1,0,0,1,0,0
Santa Fe,San Justo,Pedro Gómez Cello,0,0,0,0,1,0,1,1,0
Santa Fe,San Justo,Ramayón,0,0,0,0,0,0,1,1,0
Santa Fe,San Justo,San Bernardo,0,0,0,0,0,0,0,1,0
Santa Fe,San Justo,San Justo,1,1,0,1,1,1,1,1,0
Santa Fe,San Justo,San Martín Norte,0,0,0,0,1,0,1,1,0
Santa Fe,San Justo,Silva (Est. Abipones),0,0,0,0,0,0,0,1,0
Santa Fe,San Justo,Vera y Pintado (Est. Guaraníes),1,0,0,1,1,0,1,1,0
Santa Fe,San Justo,Videla,1,0,0,1,1,0,1,1,0
Santa Fe,San Lorenzo,Aldao,0,1,0,0,1,0,1,0,0
Santa Fe,San Lorenzo,Capitán Bermúdez,1,1,0,1,1,1,1,0,0
Santa Fe,San Lorenzo,Carcarañá,1,1,0,0,1,1,1,0,0
Santiago Del Estero,Copo,Los Tigres,0,0,0,0,1,0,0,1,0
Santiago Del Estero,Copo,Monte Quemado,0,0,0,1,1,0,1,0,1
Santiago Del Estero,Copo,Nueva Esperanza,0,0,0,0,0,0,0,1,1
Santiago Del Estero,Copo,Pampa de los Guanacos,0,0,0,1,1,0,1,0,1
Santiago Del Estero,Copo,San José del Boquerón,0,0,0,0,0,0,0,1,0
Santiago Del Estero,Copo,Urutaú,0,0,0,0,1,0,0,1,0
Santiago Del Estero,Figueroa,Bandera Bajada,0,0,0,1,1,0,1,1,0
Santiago Del Estero,Figueroa,Caspi Corral,0,0,0,0,0,0,0,1,0
Santiago Del Estero,Figueroa,Colonia San Juan,0,0,0,0,0,0,0,0,0
Santiago Del Estero,Figueroa,El Crucero,0,0,0,0,0,0,0,0,0
Santiago Del Estero,Figueroa,Kilómetro 30,0,0,0,0,1,0,0,0,0
Santiago Del Estero,Figueroa,La Cañada,0,0,0,1,1,0,0,1,1
Santiago Del Estero,Figueroa,La Invernada,0,0,0,1,0,0,0,1,0
Santiago Del Estero,Figueroa,Minerva,0,0,0,0,0,0,0,0,0
Santiago Del Estero,Figueroa,Vaca Huañuna,0,0,0,0,0,0,0,1,0
Santiago Del Estero,Figueroa,Villa Figueroa,0,0,0,1,0,0,0,1,0
Tucuman,Burruyacú,Villa Burruyacú,0,0,0,1,1,0,0,1,1
Tucuman,Burruyacú,Villa Padre Monti,0,0,0,0,0,0,1,0,0
Tucuman,Capital,San Miguel de Tucumán (Est. Tucumán),1,1,1,1,1,1,1,1,1
Tucuman,Chicligasta,Alpachiri,0,0,0,0,1,1,0,0,0
Tucuman,Chicligasta,Alto Verde,0,0,0,0,1,0,1,0,0
Tucuman,Chicligasta,Arcadia,1,0,0,0,0,0,1,0,0
Tucuman,Chicligasta,Concepción,1,1,0,1,1,1,1,1,0
Tucuman,Chicligasta,Iltico,0,0,0,0,1,0,0,0,0
Tucuman,Chicligasta,La Trinidad,1,0,0,0,1,1,1,0,0
Tucuman,Chicligasta,Medina,0,0,0,0,0,0,0,0,0
Tucuman,Chicligasta,San Roque,0,0,0,0,0,0,0,0,0
Tucuman,Cruz Alta,Alderetes,0,1,0,1,1,1,1,0,0
Tucuman,Cruz Alta,Banda del Río Salí,0,1,0,1,1,1,1,1,0
Tucuman,Cruz Alta,Barrio Aeropuerto,0,0,0,0,1,1,0,0,0
Tucuman,Cruz Alta,Colombres,0,0,0,0,1,1,1,0,0
Tucuman,Cruz Alta,Colonia Mayo - Barrio La Milagrosa,0,0,0,0,0,0,0,0,0
Tucuman,Cruz Alta,Delfín Gallo,0,0,0,0,0,0,1,1,0
Tucuman,Cruz Alta,El Bracho,0,0,0,0,1,1,1,1,0
Tucuman,Cruz Alta,El Corte,0,0,0,0,1,0,0,0,0
Tucuman,Cruz Alta,El Paraiso,0,0,0,0,1,1,0,0,0
Tucuman,Cruz Alta,Ex Ingenio Esperanza,0,0,0,0,1,1,0,0,0
Tucuman,Cruz Alta,Ex Ingenio Los Ralos,0,0,0,0,0,0,0,0,0
Tucuman,Cruz Alta,Ex Ingenio Lujan,0,0,0,0,0,0,0,0,0
Tucuman,Cruz Alta,Ingenio La Florida,0,0,0,0,1,1,0,0,0
Tucuman,Cruz Alta,La Florida,1,0,0,0,1,1,1,1,1
Tucuman,Cruz Alta,Las Cejas,0,0,0,0,1,1,0,0,1
Tucuman,Cruz Alta,Lastenia,0,0,0,0,1,1,0,0,0
Tucuman,Cruz Alta,Lastenia,0,0,0,0,1,1,0,0,0
Tucuman,Cruz Alta,Los Gutierrez,0,0,0,0,1,1,0,0,0
Tucuman,Cruz Alta,Los Ralos,0,0,0,0,0,0,1,1,0
Tucuman,Cruz Alta,Pacará,0,0,0,0,0,0,0,1,0
Tucuman,Cruz Alta,Ranchillos,0,0,0,0,1,1,1,1,0
Tucuman,Cruz Alta,San Andrés,1,0,0,1,1,0,1,0,0
Tucuman,Cruz Alta,Villa Recaste,0,0,0,0,1,1,0,0,0
Tucuman,Cruz Alta,Villa Tercera,0,0,0,0,0,0,0,0,0
Tucuman,Famaillá,Barrio Casa Rosada,0,0,0,0,1,0,0,0,0
Tucuman,Famaillá,Campo de Herrera,0,0,0,0,1,0,0,0,0
Tucuman,Famaillá,Ex Ingenio Nueva Baviera,0,0,0,0,1,1,0,0,0
Tucuman,Famaillá,Famaillá,1,0,0,1,1,1,1,1,1
Tucuman,Famaillá,Ingenio Fronterita,0,0,0,0,0,0,0,0,0
Tucuman,Graneros,Graneros,0,0,0,0,1,1,1,1,1
Tucuman,Graneros,Lamadrid,0,0,0,1,1,1,1,1,1
Tucuman,Graneros,Taco Ralo,0,0,0,0,1,1,1,1,0
Tucuman,Juan Bautista Alberdi,Juan Bautista Alberdi,1,0,0,0,1,1,1,0,1
Tucuman,Juan Bautista Alberdi,Villa Belgrano,0,0,0,0,0,0,1,0,0
Tucuman,La Cocha,La Cocha,1,0,0,0,1,1,1,1,1
Tucuman,La Cocha,San José de La Cocha,0,0,0,0,0,0,0,1,1
Tucuman,Leales,Bella Vista,1,0,0,1,1,1,1,1,0
Tucuman,Leales,Estación Aráoz,0,0,0,0,1,1,0,0,0
Tucuman,Leales,Los Puestos,0,0,0,0,1,1,0,0,0
Tucuman,Leales,Manuel García Fernández,1,0,0,0,0,0,1,0,0
Tucuman,Leales,Pala Pala,0,0,0,0,1,0,1,1,1
Tucuman,Leales,Río Colorado,0,0,0,0,1,1,0,1,0
Tucuman,Leales,Santa Rosa de Leales,0,0,0,0,1,1,1,1,0
Tucuman,Leales,Villa de Leales,0,0,0,0,1,0,1,1,0
Tucuman,Leales,Villa Fiad - Ingenio Leales,0,0,0,0,1,1,1,1,0
Tucuman,Lules,Barrio Araujo,0,0,0,0,1,1,0,0,0
Tucuman,Lules,Barrio San Felipe,0,0,0,0,1,1,0,0,0
Tucuman,Lules,El Manantial,0,1,0,1,1,1,1,1,0
Tucuman,Lules,Ingenio San Pablo,1,0,0,1,1,1,1,1,0
Tucuman,Lules,La Reducción,1,0,0,0,1,1,1,0,0
Tucuman,Río Chico,Santa Ana,1,0,0,0,1,0,1,0,0
Tucuman,Río Chico,Villa Clodomiro Hileret,0,0,0,0,0,0,0,0,0
Tucuman,Simoca,Atahona,0,0,0,0,1,1,0,1,0
Tucuman,Simoca,Monteagudo,0,0,0,0,1,1,0,1,0
Tucuman,Simoca,Nueva Trinidad,0,0,0,0,0,0,0,1,0
Tucuman,Simoca,Santa Cruz,0,0,0,0,0,0,0,0,0
Tucuman,Simoca,Simoca,0,0,0,0,1,1,1,1,0
Tucuman,Simoca,Villa Chicligasta,0,0,0,0,0,0,0,1,0
Tucuman,Tafí del Valle,Amaicha del Valle,0,0,0,1,1,1,1,1,1
Tucuman,Tafí del Valle,Colalao del Valle,0,0,0,0,1,0,1,1,0
Tucuman,Tafí del Valle,El Mollar,0,0,0,0,1,0,1,1,1
Tucuman,Tafí del Valle,Tafí del Valle,1,0,0,0,1,1,1,1,1
Tucuman,Tafí Viejo,Barrio El Cruce,0,0,0,0,1,1,0,0,0
Tucuman,Tafí Viejo,Barrio Lomas de Tafí,1,0,0,0,1,0,1,0,0
Tucuman,Tafí Viejo,Barrio Mutual San Martín,1,0,0,0,1,1,1,0,0
